name,date,Organism_Name,Isolate,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,GenBank_Title,Collection_Year,source,year
MN894212,9/7/2019,dengue virus type I,JX155/2019,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Nanchang,China,,Homo sapiens,blood,"Dengue virus type I isolate JX155/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
KT232190,9/30/2014,dengue virus type I,D1CN/GZ2014-B13/2014,Orthoflavivirus denguei,1485,GenBank,partial,,,1,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1CN/GZ2014-B13/2014 envelope protein E gene, partial cds",2014,world,1970
MN653539,8/19/2019,dengue virus type I,Puyang19056,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate Puyang19056 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
OQ976889,9/1/2019,dengue virus type 3,RL-17,Orthoflavivirus denguei,1571,GenBank,partial,DENV III,,,China: Yunnan Province,China,,Homo sapiens,blood,"Dengue virus type 3 isolate RL-17 polyprotein (POLY) gene, partial cds",2019,world,1970
PP564591,10/5/2023,dengue virus type 2,23GZ19764_D2_A,Orthoflavivirus denguei,10617,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ19764_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR029855,8/4/2019,dengue virus type 1,DENV1_D19439,Orthoflavivirus denguei,10667,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D19439 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MW720891,9/1/2019,dengue virus type 3,GZ8H/2019184/2019/III,Orthoflavivirus denguei,10664,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 3 isolate GZ8H/2019184/2019/III polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
KY911980,1/1/2016,Dengue virus type 3,,Orthoflavivirus denguei,1056,GenBank,partial,3,,,China,China,,Homo sapiens,blood,"Dengue virus type 3 strain GZ8/11-3/2016 nonstructural protein 1 gene, partial cds",2016,world,1970
MK203773,1/1/2018,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Ningbo,China,,Homo sapiens,blood,"Dengue virus type I strain DENV-1/NB/NJX-11/2018 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MK529741,9/1/2018,dengue virus type I,JH24,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate JH24 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MT705077,9/1/2019,dengue virus type I,YN-19-L5,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate YN-19-L5 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MK140750,8/15/2018,Dengue virus type 2,2018-GZ-462,Orthoflavivirus denguei,1197,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 2018-GZ-462 glycoprotein E gene, partial cds",2018,world,1970
MN933732,8/1/2018,dengue virus type I,2018XN19298,Orthoflavivirus denguei,1531,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate 2018XN19298 polyprotein (POLY) gene, partial cds",2018,world,1970
PP563896,10/6/2023,dengue virus type 1,23GZ20110_D1_A,Orthoflavivirus denguei,10615,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 1 isolate 23GZ20110_D1_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
KU860514,1/1/2014,Dengue virus,China GZ2014,Orthoflavivirus denguei,1479,GenBank,partial,1,,,China,China,,Homo sapiens,blood,"Dengue virus clone 14-27112 envelope protein gene, partial cds",2014,world,1970
OL307992,3/15/2018,Dengue virus type 3,HN2018/94,Orthoflavivirus denguei,1479,GenBank,partial,,,,China: Henan,China,,Homo sapiens,blood,"Dengue virus type 3 isolate HN2018/94 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MN123834,11/1/2018,dengue virus type I,18102705,Orthoflavivirus denguei,2325,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate 18102705 polyprotein (POLY) gene, partial cds",2018,world,1970
MN933681,8/16/2017,dengue virus type I,2017XN23168,Orthoflavivirus denguei,1241,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate 2017XN23168 polyprotein (POLY) gene, partial cds",2017,world,1970
MN923144,8/20/2018,Dengue virus type 2,2018XN20238,Orthoflavivirus denguei,1457,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 2018XN20238 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
PP564578,9/16/2023,dengue virus type 2,23GZ19319_D2_A,Orthoflavivirus denguei,10643,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ19319_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
MK517731,9/28/2018,dengue virus type I,DENV-1/GZ/26-94,Orthoflavivirus denguei,1485,GenBank,partial,,,1,China: Guangzhou,China,,Homo sapiens,,"Dengue virus type I isolate DENV-1/GZ/26-94 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MT804436,8/8/2013,dengue virus type I,13XN25795dongsha,Orthoflavivirus denguei,1479,GenBank,partial,,,,China: (Guangzhou),China,,Homo sapiens,blood,"Dengue virus type I isolate 13XN25795dongsha polyprotein, envelope protein E region, (POLY) gene, partial cds",2013,world,1970
KU672341,1/1/2014,dengue virus type I,DENV1/CN/GZ01/2014,Orthoflavivirus denguei,1485,GenBank,partial,1,,1,China: Guangdong,China,,Homo sapiens,,"Dengue virus type I isolate DENV1/CN/GZ01/2014 polyprotein gene, partial cds",2014,world,1970
KU291725,1/1/2014,Dengue virus,D1/China/GDfs/D14174/2014,Orthoflavivirus denguei,1479,GenBank,partial,DENV 1,,1,China,China,,Homo sapiens,,"Dengue virus isolate D1/China/GDfs/D14174/2014 envelope protein gene, partial cds",2014,world,1970
KX082960,8/25/2015,Dengue virus type 2,GZHaizhu42/2015,Orthoflavivirus denguei,1635,GenBank,partial,2,,,China,China,,Homo sapiens,,"Dengue virus type 2 isolate GZHaizhu42/2015 envelope protein gene, partial cds",2015,world,1970
MH010615,1/1/2017,Dengue virus type 2,D2/Zhejiang/17-27/2017,Orthoflavivirus denguei,1485,GenBank,partial,,,1,China,China,,Homo sapiens,,"Dengue virus type 2 isolate D2/Zhejiang/17-27/2017 envelope protein gene, partial cds",2017,world,1970
MF381052,1/1/2016,Dengue virus,,Orthoflavivirus denguei,1440,GenBank,partial,2,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus strain 16-581 E protein gene, partial cds",2016,world,1970
MN923122,9/1/2019,Dengue virus type 2,19XN22111,Orthoflavivirus denguei,10565,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type 2 isolate 19XN22111 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
KU550351,1/1/2015,Dengue virus type 2,1025-18,Orthoflavivirus denguei,2325,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type 2 isolate 1025-18 polyprotein gene, partial cds",2015,world,1970
PP564631,10/9/2023,dengue virus type 2,23GZ20558_D2_A,Orthoflavivirus denguei,10653,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ20558_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
PP564569,9/18/2023,dengue virus type 2,23GZ18795_D2_A,Orthoflavivirus denguei,10648,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ18795_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
MN921524,11/5/2019,dengue virus type I,19XN27376,Orthoflavivirus denguei,1625,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN27376 polyprotein (POLY) gene, partial cds",2019,world,1970
KU291771,1/1/2014,Dengue virus,D1/China/GDjy/D14548/2014,Orthoflavivirus denguei,1478,GenBank,partial,DENV 1,,1,China,China,,Homo sapiens,,"Dengue virus isolate D1/China/GDjy/D14548/2014 envelope protein gene, partial cds",2014,world,1970
KP055759,12/30/2012,Dengue virus,201201,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus strain CHN/GuangDong/ZhongShan/01/2012 envelope protein gene, partial cds",2012,world,1970
KR057906,1/1/2014,dengue virus type I,,Orthoflavivirus denguei,1630,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus 1 strain GZ201403 from China nonstructural protein E gene, partial cds",2014,world,1970
PP564646,10/21/2023,dengue virus type 2,23GZ20973_D2_A,Orthoflavivirus denguei,10687,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ20973_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
MN921473,10/19/2019,dengue virus type I,19XN25881*,Orthoflavivirus denguei,1625,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN25881* polyprotein (POLY) gene, partial cds",2019,world,1970
MN923157,9/14/2018,Dengue virus type 2,2018XN22027,Orthoflavivirus denguei,1456,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 2018XN22027 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
KX262955,9/17/2013,Dengue virus type 2,DENV-2/China/YN/ RL18(2013),Orthoflavivirus denguei,1484,GenBank,partial,DENV 2,,,China: Yunnan,China,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2/China/YN/ RL18(2013) envelope protein gene, partial cds",2013,world,1970
JN029812,1/1/2010,dengue virus type I,D10046-DG,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 1 isolate D10046-DG envelope protein mRNA, partial cds",2010,world,1970
KX577696,11/1/2015,Dengue virus 2,1028-25,Orthoflavivirus denguei,2325,GenBank,partial,DENV-2,,1,China,China,,Homo sapiens,blood,"Dengue virus 2 isolate 1028-25 polyprotein gene, partial cds",2015,world,1970
MN123845,11/1/2018,dengue virus type I,18101904,Orthoflavivirus denguei,2325,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate 18101904 polyprotein (POLY) gene, partial cds",2018,world,1970
MG738010,1/1/2016,dengue virus type I,D1/China/GDcz/D16105/2016,Orthoflavivirus denguei,1485,GenBank,partial,I,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDcz/D16105/2016 envelope protein (E) gene, partial cds",2016,world,1970
KP191506,9/1/2014,dengue virus type I,D14101,Orthoflavivirus denguei,1508,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 1 isolate D14101 envelope glycoprotein gene, partial cds",2014,world,1970
KP185304,1/1/2014,dengue virus type I,,Orthoflavivirus denguei,1056,GenBank,partial,,,1,China,China,,Homo sapiens,blood,"Dengue virus 1 strain Guangzhou14-02 nonstructural protein 1 gene, partial cds",2014,world,1970
OR029904,8/12/2019,dengue virus type 1,DENV1_D19766,Orthoflavivirus denguei,10668,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D19766 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MW018159,9/1/2018,Dengue virus type 2,D2/China/GDst18/16,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2/China/GDst18/16 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MG593026,1/1/2015,Dengue virus,Guangzhou 2015,Orthoflavivirus denguei,1458,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus isolate Guangzhou 2015 envelope protein gene, partial cds",2015,world,1970
KT187561,1/1/2014,dengue virus type I,DENV1/CN/GZDF876/2014,Orthoflavivirus denguei,10714,GenBank,complete,1,,,China: Guangdong,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1/CN/GZDF876/2014, complete genome",2014,world,1970
KU291751,1/1/2014,Dengue virus,D1/China/GD/D14466/2014,Orthoflavivirus denguei,1478,GenBank,partial,DENV 1,,1,China,China,,Homo sapiens,,"UNVERIFIED: Dengue virus isolate D1/China/GD/D14466/2014 envelope protein-like gene, partial sequence",2014,world,1970
MW548652,9/10/2019,dengue virus type I,DENV47,Orthoflavivirus denguei,1566,GenBank,partial,,,,China: Hainan HK,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV47 polyprotein (POLY) gene, partial cds",2019,world,1970
PP564548,9/11/2023,dengue virus type 2,23GZ18462_D2_A,Orthoflavivirus denguei,10631,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ18462_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
MG677990,1/1/2017,Dengue virus type 2,2017-GZ21597,Orthoflavivirus denguei,1521,GenBank,partial,2,,,China,China,,Homo sapiens,,"Dengue virus type 2 isolate 2017-GZ21597 polyprotein (POLY) gene, partial cds",2017,world,1970
JN029822,1/1/2010,Dengue virus type 3,D10023-JM,Orthoflavivirus denguei,1479,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 3 isolate D10023-JM envelope protein mRNA, partial cds",2010,world,1970
MG738139,1/1/2017,dengue virus type I,D1/China/GDjy/D17580/2017,Orthoflavivirus denguei,1485,GenBank,partial,I,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDjy/D17580/2017 envelope protein (E) gene, partial cds",2017,world,1970
KU291775,1/1/2014,Dengue virus,D1/China/GDsg/D14437/2014,Orthoflavivirus denguei,1478,GenBank,partial,DENV 1,,1,China,China,,Homo sapiens,,"Dengue virus isolate D1/China/GDsg/D14437/2014 envelope protein gene, partial cds",2014,world,1970
KU291798,1/1/2013,Dengue virus,D2/China/GDdg/D13113(Philippines)/2013,Orthoflavivirus denguei,1479,GenBank,partial,,,1,China,China,,Homo sapiens,,"Dengue virus isolate D2/China/GDdg/D13113(Philippines)/2013 envelope protein gene, partial cds",2013,world,1970
MG933824,1/1/2017,Dengue virus,D1-1146,Orthoflavivirus denguei,1485,GenBank,partial,DENV-1,,1,China,China,,Homo sapiens,,"Dengue virus isolate D1-1146 envelope protein gene, partial cds",2017,world,1970
MG840563,1/1/2016,dengue virus type I,D1/China/GDsd/D16008/2016(Malasia/Idonesia),Orthoflavivirus denguei,10735,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDsd/D16008/2016(Malasia/Idonesia) polyprotein gene, complete cds",2016,world,1970
OR029942,8/14/2019,dengue virus type 1,DENV1_D19819,Orthoflavivirus denguei,10654,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D19819 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MT705111,11/1/2019,dengue virus type I,YN-19-W60,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate YN-19-W60 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
ON911782,7/1/2019,dengue virus type 1,SCD1977/Cambodia,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 1 isolate SCD1977/Cambodia polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
OR418376,8/3/2023,dengue virus type 2,23GZ15325A_D2,Orthoflavivirus denguei,1412,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ15325A_D2 polyprotein (POLY) gene, partial cds",2023,world,1970
MW720883,9/1/2019,dengue virus type 3,GZ8H/2019149/2019/III,Orthoflavivirus denguei,10665,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 3 isolate GZ8H/2019149/2019/III polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MN923159,9/20/2018,Dengue virus type 2,2018XN22543,Orthoflavivirus denguei,1457,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 2018XN22543 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MN921578,8/27/2019,dengue virus type I,19XN50815*,Orthoflavivirus denguei,1625,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN50815* polyprotein (POLY) gene, partial cds",2019,world,1970
KR347431,1/1/2013,Dengue virus 3,D3-157,Orthoflavivirus denguei,1479,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus 3 isolate D3-157 envelope protein gene, partial cds",2013,world,1970
MN921413,9/28/2019,dengue virus type I,19XN24177*,Orthoflavivirus denguei,1625,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN24177* polyprotein (POLY) gene, partial cds",2019,world,1970
MG738032,1/1/2016,dengue virus type I,D1/China/GDzs/D16167/2016(Malaysia),Orthoflavivirus denguei,1485,GenBank,partial,I,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDzs/D16167/2016(Malaysia) envelope protein (E) gene, partial cds",2016,world,1970
MK543492,9/21/2018,Dengue virus type 2,HNQY2018080,Orthoflavivirus denguei,2325,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate HNQY2018080 polyprotein (POLY) gene, partial cds",2018,world,1970
MG523238,9/1/2017,dengue virus type I,2017090201,Orthoflavivirus denguei,2322,GenBank,partial,1,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate 2017090201 polyprotein gene, partial cds",2017,world,1970
KY673724,1/1/2012,Dengue virus type 3,12-12700,Orthoflavivirus denguei,1523,GenBank,partial,3,,,China,China,,Homo sapiens,blood,"Dengue virus type 3 isolate 12-12700 truncated polyprotein gene, partial cds",2012,world,1970
MG840543,1/1/2015,dengue virus type I,D1/China/GDgz/D15014/2015,Orthoflavivirus denguei,10735,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDgz/D15014/2015 polyprotein gene, complete cds",2015,world,1970
MN921491,10/17/2019,dengue virus type I,19XN26153*,Orthoflavivirus denguei,1625,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN26153* polyprotein (POLY) gene, partial cds",2019,world,1970
MK949419,9/27/2018,Dengue virus type 2,HNQY2018155,Orthoflavivirus denguei,2328,GenBank,partial,cosmopolitan,,,"China: Qiyang county, Hunan",China,,Homo sapiens,blood,"Dengue virus type 2 isolate HNQY2018155 polyprotein (POLY) gene, partial cds",2018,world,1970
MN915216,8/3/2019,Dengue virus type 3,19XN50676*,Orthoflavivirus denguei,1597,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type 3 isolate 19XN50676* polyprotein (POLY) gene, partial cds",2019,world,1970
MW720949,9/1/2019,dengue virus type 2,GZ8H/2019162/2019/II,Orthoflavivirus denguei,10681,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 2 isolate GZ8H/2019162/2019/II polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MT804504,7/17/2014,dengue virus type I,14XN35293,Orthoflavivirus denguei,1479,GenBank,partial,,,,China: (Guangzhou),China,,Homo sapiens,blood,"Dengue virus type I isolate 14XN35293 polyprotein, envelope protein E region, (POLY) gene, partial cds",2014,world,1970
MN915159,8/7/2019,Dengue virus type 2,19XN19971*,Orthoflavivirus denguei,1493,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type 2 isolate 19XN19971* polyprotein (POLY) gene, partial cds",2019,world,1970
KT187557,1/1/2014,Dengue virus type 2,DENV2/CN/GZDF615/2014,Orthoflavivirus denguei,10723,GenBank,complete,2,,,China: Guangdong,China,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV2/CN/GZDF615/2014, complete genome",2014,world,1970
MN921365,9/8/2019,dengue virus type I,19XN23034*,Orthoflavivirus denguei,1617,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN23034* polyprotein (POLY) gene, partial cds",2019,world,1970
MK203768,1/1/2018,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Ningbo,China,,Homo sapiens,blood,"Dengue virus type I strain DENV-1/NB/NJX-06/2018 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MN894198,9/7/2019,dengue virus type I,JX135/2019,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Nanchang,China,,Homo sapiens,blood,"Dengue virus type I isolate JX135/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MN923131,8/11/2017,Dengue virus type 2,2017XN22956,Orthoflavivirus denguei,1457,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 2017XN22956 polyprotein, envelope protein E region, (POLY) gene, partial cds",2017,world,1970
MG737961,1/1/2015,Dengue virus type 2,D2/China/GDcz/D15294/2015,Orthoflavivirus denguei,1485,GenBank,partial,II,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2/China/GDcz/D15294/2015 envelope protein (E) gene, partial cds",2015,world,1970
KU291656,1/1/2013,Dengue virus,D1/China/GDzs/D13058/2013,Orthoflavivirus denguei,1479,GenBank,partial,DENV 1,,1,China,China,,Homo sapiens,,"Dengue virus isolate D1/China/GDzs/D13058/2013 envelope protein gene, partial cds",2013,world,1970
KX577643,11/1/2015,Dengue virus 2,918-06,Orthoflavivirus denguei,2325,GenBank,partial,DENV-2,,1,China,China,,Homo sapiens,blood,"Dengue virus 2 isolate 918-06 polyprotein gene, partial cds",2015,world,1970
KJ470731,9/1/2013,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,1,,,China,China,,Homo sapiens,blood,"Dengue virus 1 strain D1/RL22/China/2013 envelope protein gene, partial cds",2013,world,1970
MT804437,8/8/2013,dengue virus type I,13XN24894dongsha,Orthoflavivirus denguei,1479,GenBank,partial,,,,China: (Guangzhou),China,,Homo sapiens,blood,"Dengue virus type I isolate 13XN24894dongsha polyprotein, envelope protein E region, (POLY) gene, partial cds",2013,world,1970
MH010617,1/1/2017,Dengue virus type 2,D2/Zhejiang/17-31/2017,Orthoflavivirus denguei,1485,GenBank,partial,,,1,China,China,,Homo sapiens,,"Dengue virus type 2 isolate D2/Zhejiang/17-31/2017 envelope protein gene, partial cds",2017,world,1970
MT804435,8/8/2013,dengue virus type I,13XN25030dongsha,Orthoflavivirus denguei,1479,GenBank,partial,,,,China: (Guangzhou),China,,Homo sapiens,blood,"Dengue virus type I isolate 13XN25030dongsha polyprotein, envelope protein E region, (POLY) gene, partial cds",2013,world,1970
KU672337,1/1/2014,dengue virus type I,DENV1/CN/GZ48/2014,Orthoflavivirus denguei,1485,GenBank,partial,1,,1,China: Guangdong,China,,Homo sapiens,,"Dengue virus type I isolate DENV1/CN/GZ48/2014 polyprotein gene, partial cds",2014,world,1970
MT705059,8/1/2019,dengue virus type I,YN-19-81,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate YN-19-81 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MH010626,1/1/2017,Dengue virus type 2,D2/Zhejiang/HZ98/2017,Orthoflavivirus denguei,1485,GenBank,partial,,,1,China,China,,Homo sapiens,,"Dengue virus type 2 isolate D2/Zhejiang/HZ98/2017 envelope protein gene, partial cds",2017,world,1970
MG523255,9/1/2017,dengue virus type I,2017090801,Orthoflavivirus denguei,2322,GenBank,partial,1,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate 2017090801 polyprotein gene, partial cds",2017,world,1970
MN123841,11/1/2018,dengue virus type I,18102607,Orthoflavivirus denguei,2325,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate 18102607 polyprotein (POLY) gene, partial cds",2018,world,1970
PP564632,10/8/2023,dengue virus type 2,23GZ20560_D2_A,Orthoflavivirus denguei,10600,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ20560_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OP684191,11/22/2018,dengue virus type 2,DENV-2/CN/HZ18-549/2018,Orthoflavivirus denguei,10679,GenBank,partial,Asian I,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2/CN/HZ18-549/2018 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2018,world,1970
MN894220,8/22/2019,dengue virus type I,JX168/2019,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Nanchang,China,,Homo sapiens,blood,"Dengue virus type I isolate JX168/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MK564482,8/7/2017,Dengue virus type 2,GZ17XN21603,Orthoflavivirus denguei,10558,GenBank,partial,Cosmopolitan,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate GZ17XN21603 polyprotein (POLY) gene, complete cds",2017,world,1970
MK529731,7/1/2018,dengue virus type I,JH1,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate JH1 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
OR029873,8/7/2019,dengue virus type 1,DENV1_D19471,Orthoflavivirus denguei,10642,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D19471 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MG840587,1/1/2016,Dengue virus type 2,D2/China/GDfs/D16033/2016,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2/China/GDfs/D16033/2016 envolope protein (E) mRNA, partial cds",2016,world,1970
PP564618,10/6/2023,dengue virus type 2,23GZ20159_D2_A,Orthoflavivirus denguei,10643,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ20159_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
KT037115,10/10/2014,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I strain GZ/E41 envelope protein gene, partial cds",2014,world,1970
MG737959,1/1/2015,Dengue virus type 2,D2/China/GDcz/D15286/2015,Orthoflavivirus denguei,1485,GenBank,partial,II,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2/China/GDcz/D15286/2015 envelope protein (E) gene, partial cds",2015,world,1970
